plot_id  | movie_id | contents
3034|tt0116253|Some Arabs hijack an airliner and demand the release of their leader who is in American custody. They also intend to land in Washington for refueling. At the Pentagon, everyone there advises the National Security Advisor that they should let the plane land and then let the counter terrorist team of Colonel Austin Travis take them out. However, David Grant, an intelligence expert believes that this whole thing is a smokescreen. Grant believes that the Arab leader was abducted and brought to the Americans by his second in command, who is a fanatic. Also, that he has in his possession a biological weapon that could wipe out Washington and that its on the plane. Now they have only two choices let them land and hope Grant is wrong or shoot the plane down along with every one on board. Colonel Travis suggests that they use a new plane that the military uses to transport men from it onto another aircraft while in flight. With no other option Travis is given the go ahead. Travis asks that Grant accompany him so that he can give them whatever info he can provide. However, it appears that Travis has another reason for bringing Grant along. It seems that awhile back they were sent on a mission to retrieve the biological weapon, but, in the end found that the weapon not there - one of Travis men was also killed. It was Grants Intel that sent them there. Now the aircraft link-up seems to be going well until the plane starts to break and fall apart. Half of the team including Travis doesnt make it. The ones that do (including Grant), and the man who built the plane they were on, have to carry out the mission. Unfortunately, some important equipment (communication link, knock out gas) didnt make it, so they have to do it the hard way. At the same time, the Pentagon, unsure if the men made it, have to again decide whether to let them land or shoot the plane down.
3035|tt0108358|After success cleaning up Dodge City, Wyatt Earp moves to Tombstone, Arizona, and wishes to get rich in obscurity. He meets his brothers there, as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence, and inevitably come into confrontation with Holliday and the Earps, which leads to a shoot-out at the OK Corral.
3036|tt0108358|Former lawman Wyatt Earp, his two brothers and friend Doc Holliday settle in the town of Tombstone in order to lead a profitable and peaceful life but soon come into conflict with the Cowboys, a band of outlaws led by the Clanton brothers. This retelling of the Earp/Clanton feud also follows up the gunfight at the O.K. Corral with a look at the bloody consequences of the showdown.
3037|tt0108358|A hollywood historical account of Tombstone, Arizonas famed Shootout at the O.K. Corral and the events that led up to it. Tension between the Law and the Cowboys stirs as the Cowboys, led by Curly Bill Broscius, accuse the Earps (Wyatt, Virgil, and Morgan) and their outlaw/gambler associate Doc Holliday of interefering with their operations inside and outside of town.
3038|tt0108358|Wyatt Earp along with his brothers and their wives move to Tombstone to start a new life putting his life as a lawman and gunslinger behind him. Also coming to Tombstone is Wyatts good friend, Doc Holliday. However, it turns out that The Cowboys a group of men, among whose members include The Clantons, pretty much act as if they are above the law. Wyatt would be asked to be Marshall but rejects the offer but his brother, Virgil who cant stomach the violence around him accepts the job over Wyatts objections. Eventually a confrontation between them and The Cowboys is going to happen. And who will survive?
3039|tt0436697|Diana the Peoples Princess has died in a car accident in Paris. The Queen and her family decide that for the best, they should remain hidden behind the closed doors of Balmoral Castle. The heartbroken public do not understand and request that the Queen comforts her people. This also puts pressure on newly elected Tony Blair, who constantly tries to convince the monarchy to address the public.
3040|tt0436697|In 1997, after the death of Lady Di in a car accident in Paris, the reluctant Queen and The Establishment do not accept to honor the Peoples Princess as a member of the Royal Family. However, the public and the media question the utility of the monarchy and the just-elected Prime Minister Tony Blair advises the Queen to make a public speech mourning the loss of Diana.
3041|tt0436697|The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle following the death of Diana, to reach a compromise between what was a private tragedy for the royal family and the publics demand for an overt display of mourning.
3042|tt0085244|A seminal Thirty-Something movie in which a group of old college friends who are now all grown up and hardened by the big wide world come together for the funeral of Alex, a barely glimpsed corpse, who was at one time the brightest and the best of them, and yet who never managed to achieve half as much as any of the others. The friends use the occasion to reacquaint themselves with each other and to speculate as to what happened to their idealism which had been abundant when they were younger.
3043|tt0085244|A group of friends who attended the University of Michigan together in the 1960s convene for the funeral of one from their group, Alex, who committed suicide. The group, each now in their thirties, have kept in touch over the years, but have drifted somewhat apart as their respective lives changed. Their individual ideals have also changed from their socially conscious and radical days in college, to where they mostly now live outwardly comfortable and financially lucrative lives. With Alexs young and socially naive girlfriend, Chloe, added to the mix, the friends spend the weekend together at married couple Harold and Sarahs house in South Carolina following the funeral. Especially in light of Alexs suicide, the friends discuss their lives and collective relationships with each other, then and now.
